& https://raw.githubusercontent.com/padagraph/Clics/master/nodes.csv
_Edge:, languages, families, weight, width
364 -- 1009, 1.0, 1.0, 1.0, 1
364 -- 394, 1.0, 1.0, 1.0, 1
364 -- 935, 96.0, 34.0, 34.0, 34
364 -- 552, 1.0, 1.0, 1.0, 1
364 -- 594, 1.0, 1.0, 1.0, 1
364 -- 1139, 1.0, 1.0, 1.0, 1
364 -- 529, 1.0, 1.0, 1.0, 1
364 -- 377, 1.0, 1.0, 1.0, 1
364 -- 941, 9.0, 7.0, 7.0, 7
364 -- 943, 20.0, 14.0, 14.0, 14
364 -- 560, 1.0, 1.0, 1.0, 1
364 -- 1086, 1.0, 1.0, 1.0, 1
364 -- 702, 1.0, 1.0, 1.0, 1
365 -- 532, 1.0, 1.0, 1.0, 1
365 -- 376, 1.0, 1.0, 1.0, 1
365 -- 1060, 1.0, 1.0, 1.0, 1
365 -- 710, 1.0, 1.0, 1.0, 1
365 -- 573, 2.0, 2.0, 2.0, 2
365 -- 966, 1.0, 1.0, 1.0, 1
365 -- 383, 1.0, 1.0, 1.0, 1
365 -- 1122, 1.0, 1.0, 1.0, 1
365 -- 1125, 1.0, 1.0, 1.0, 1
365 -- 895, 1.0, 1.0, 1.0, 1
365 -- 1141, 1.0, 1.0, 1.0, 1
365 -- 1009, 9.0, 8.0, 8.0, 8
365 -- 530, 1.0, 1.0, 1.0, 1
365 -- 1205, 2.0, 2.0, 2.0, 2
365 -- 1266, 2.0, 2.0, 2.0, 2
365 -- 993, 1.0, 1.0, 1.0, 1
365 -- 536, 3.0, 3.0, 3.0, 3
365 -- 680, 2.0, 2.0, 2.0, 2
365 -- 937, 1.0, 1.0, 1.0, 1
365 -- 1116, 1.0, 1.0, 1.0, 1
365 -- 908, 1.0, 1.0, 1.0, 1
365 -- 562, 1.0, 1.0, 1.0, 1
365 -- 367, 1.0, 1.0, 1.0, 1
365 -- 662, 1.0, 1.0, 1.0, 1
365 -- 375, 1.0, 1.0, 1.0, 1
366 -- 804, 1.0, 1.0, 1.0, 1
366 -- 473, 1.0, 1.0, 1.0, 1
366 -- 1102, 14.0, 9.0, 9.0, 9
366 -- 894, 1.0, 1.0, 1.0, 1
366 -- 590, 1.0, 1.0, 1.0, 1
366 -- 609, 1.0, 1.0, 1.0, 1
366 -- 367, 1.0, 1.0, 1.0, 1
366 -- 578, 1.0, 1.0, 1.0, 1
366 -- 1250, 1.0, 1.0, 1.0, 1
366 -- 1187, 1.0, 1.0, 1.0, 1
366 -- 997, 1.0, 1.0, 1.0, 1
366 -- 1113, 1.0, 1.0, 1.0, 1
366 -- 374, 2.0, 2.0, 2.0, 2
367 -- 616, 1.0, 1.0, 1.0, 1
367 -- 957, 1.0, 1.0, 1.0, 1
367 -- 711, 1.0, 1.0, 1.0, 1
367 -- 1101, 2.0, 2.0, 2.0, 2
367 -- 620, 3.0, 3.0, 3.0, 3
367 -- 622, 3.0, 2.0, 2.0, 2
367 -- 894, 1.0, 1.0, 1.0, 1
367 -- 1206, 1.0, 1.0, 1.0, 1
367 -- 388, 1.0, 1.0, 1.0, 1
367 -- 1210, 7.0, 5.0, 5.0, 5
367 -- 447, 3.0, 2.0, 2.0, 2
367 -- 394, 1.0, 1.0, 1.0, 1
367 -- 533, 1.0, 1.0, 1.0, 1
367 -- 1135, 2.0, 2.0, 2.0, 2
367 -- 431, 1.0, 1.0, 1.0, 1
367 -- 758, 1.0, 1.0, 1.0, 1
367 -- 1141, 1.0, 1.0, 1.0, 1
367 -- 1142, 1.0, 1.0, 1.0, 1
367 -- 462, 2.0, 1.0, 1.0, 1
367 -- 1234, 1.0, 1.0, 1.0, 1
367 -- 565, 1.0, 1.0, 1.0, 1
367 -- 997, 15.0, 12.0, 12.0, 12
367 -- 471, 1.0, 1.0, 1.0, 1
367 -- 669, 1.0, 1.0, 1.0, 1
367 -- 855, 1.0, 1.0, 1.0, 1
367 -- 895, 1.0, 1.0, 1.0, 1
367 -- 780, 1.0, 1.0, 1.0, 1
367 -- 690, 2.0, 2.0, 2.0, 2
367 -- 788, 1.0, 1.0, 1.0, 1
367 -- 1102, 1.0, 1.0, 1.0, 1
367 -- 435, 1.0, 1.0, 1.0, 1
367 -- 1189, 1.0, 1.0, 1.0, 1
367 -- 1113, 3.0, 2.0, 2.0, 2
367 -- 821, 1.0, 1.0, 1.0, 1
368 -- 1210, 2.0, 1.0, 1.0, 1
368 -- 994, 1.0, 1.0, 1.0, 1
368 -- 997, 1.0, 1.0, 1.0, 1
368 -- 622, 1.0, 1.0, 1.0, 1
368 -- 1209, 1.0, 1.0, 1.0, 1
368 -- 976, 1.0, 1.0, 1.0, 1
368 -- 1229, 1.0, 1.0, 1.0, 1
368 -- 832, 57.0, 18.0, 18.0, 18
368 -- 833, 7.0, 5.0, 5.0, 5
368 -- 985, 4.0, 4.0, 4.0, 4
368 -- 790, 1.0, 1.0, 1.0, 1
368 -- 969, 4.0, 3.0, 3.0, 3
368 -- 462, 1.0, 1.0, 1.0, 1
368 -- 938, 1.0, 1.0, 1.0, 1
368 -- 620, 10.0, 6.0, 6.0, 6
368 -- 1216, 1.0, 1.0, 1.0, 1
368 -- 1077, 1.0, 1.0, 1.0, 1
368 -- 835, 1.0, 1.0, 1.0, 1
368 -- 1016, 1.0, 1.0, 1.0, 1
368 -- 1261, 1.0, 1.0, 1.0, 1
368 -- 1262, 15.0, 11.0, 11.0, 11
368 -- 1163, 1.0, 1.0, 1.0, 1
368 -- 1102, 1.0, 1.0, 1.0, 1
368 -- 789, 1.0, 1.0, 1.0, 1
368 -- 1273, 1.0, 1.0, 1.0, 1
368 -- 368, 1.0, 1.0, 1.0, 1
368 -- 1079, 6.0, 4.0, 4.0, 4
368 -- 925, 1.0, 1.0, 1.0, 1
368 -- 1111, 1.0, 1.0, 1.0, 1
368 -- 936, 1.0, 1.0, 1.0, 1
368 -- 1113, 2.0, 2.0, 2.0, 2
368 -- 373, 1.0, 1.0, 1.0, 1
369 -- 671, 1.0, 1.0, 1.0, 1
369 -- 614, 1.0, 1.0, 1.0, 1
369 -- 857, 1.0, 1.0, 1.0, 1
369 -- 1137, 1.0, 1.0, 1.0, 1
369 -- 1102, 1.0, 1.0, 1.0, 1
369 -- 1218, 1.0, 1.0, 1.0, 1
369 -- 667, 1.0, 1.0, 1.0, 1
369 -- 379, 1.0, 1.0, 1.0, 1
370 -- 1073, 1.0, 1.0, 1.0, 1
370 -- 1001, 1.0, 1.0, 1.0, 1
370 -- 891, 2.0, 1.0, 1.0, 1
370 -- 1005, 2.0, 1.0, 1.0, 1
370 -- 491, 1.0, 1.0, 1.0, 1
370 -- 855, 1.0, 1.0, 1.0, 1
370 -- 1192, 1.0, 1.0, 1.0, 1
370 -- 1011, 1.0, 1.0, 1.0, 1
370 -- 1014, 1.0, 1.0, 1.0, 1
370 -- 780, 1.0, 1.0, 1.0, 1
370 -- 431, 2.0, 2.0, 2.0, 2
370 -- 1153, 1.0, 1.0, 1.0, 1
370 -- 474, 1.0, 1.0, 1.0, 1
370 -- 795, 1.0, 1.0, 1.0, 1
370 -- 477, 1.0, 1.0, 1.0, 1
370 -- 1258, 1.0, 1.0, 1.0, 1
370 -- 371, 70.0, 35.0, 35.0, 35
370 -- 372, 1.0, 1.0, 1.0, 1
370 -- 802, 1.0, 1.0, 1.0, 1
371 -- 891, 2.0, 1.0, 1.0, 1
371 -- 618, 1.0, 1.0, 1.0, 1
371 -- 483, 1.0, 1.0, 1.0, 1
371 -- 620, 1.0, 1.0, 1.0, 1
371 -- 1005, 3.0, 1.0, 1.0, 1
371 -- 511, 1.0, 1.0, 1.0, 1
371 -- 829, 1.0, 1.0, 1.0, 1
371 -- 1242, 1.0, 1.0, 1.0, 1
371 -- 780, 2.0, 2.0, 2.0, 2
371 -- 431, 1.0, 1.0, 1.0, 1
371 -- 786, 1.0, 1.0, 1.0, 1
371 -- 500, 1.0, 1.0, 1.0, 1
371 -- 1031, 1.0, 1.0, 1.0, 1
371 -- 619, 1.0, 1.0, 1.0, 1
371 -- 802, 1.0, 1.0, 1.0, 1
371 -- 1192, 1.0, 1.0, 1.0, 1
372 -- 1132, 1.0, 1.0, 1.0, 1
372 -- 901, 1.0, 1.0, 1.0, 1
372 -- 419, 1.0, 1.0, 1.0, 1
372 -- 1076, 1.0, 1.0, 1.0, 1
372 -- 784, 1.0, 1.0, 1.0, 1
372 -- 483, 1.0, 1.0, 1.0, 1
372 -- 1141, 2.0, 2.0, 2.0, 2
372 -- 450, 1.0, 1.0, 1.0, 1
372 -- 433, 2.0, 2.0, 2.0, 2
372 -- 609, 1.0, 1.0, 1.0, 1
372 -- 1238, 2.0, 1.0, 1.0, 1
372 -- 375, 1.0, 1.0, 1.0, 1
373 -- 961, 1.0, 1.0, 1.0, 1
373 -- 575, 1.0, 1.0, 1.0, 1
373 -- 1272, 1.0, 1.0, 1.0, 1
373 -- 786, 3.0, 3.0, 3.0, 3
373 -- 450, 1.0, 1.0, 1.0, 1
373 -- 629, 1.0, 1.0, 1.0, 1
373 -- 1047, 1.0, 1.0, 1.0, 1
373 -- 881, 1.0, 1.0, 1.0, 1
373 -- 1188, 1.0, 1.0, 1.0, 1
373 -- 1192, 12.0, 9.0, 9.0, 9
373 -- 1213, 1.0, 1.0, 1.0, 1
373 -- 436, 1.0, 1.0, 1.0, 1
373 -- 951, 1.0, 1.0, 1.0, 1
374 -- 570, 1.0, 1.0, 1.0, 1
374 -- 376, 3.0, 1.0, 1.0, 1
374 -- 617, 1.0, 1.0, 1.0, 1
374 -- 572, 7.0, 2.0, 2.0, 2
374 -- 557, 1.0, 1.0, 1.0, 1
374 -- 489, 1.0, 1.0, 1.0, 1
374 -- 1017, 1.0, 1.0, 1.0, 1
374 -- 671, 1.0, 1.0, 1.0, 1
374 -- 672, 1.0, 1.0, 1.0, 1
374 -- 1145, 1.0, 1.0, 1.0, 1
374 -- 1003, 1.0, 1.0, 1.0, 1
374 -- 669, 1.0, 1.0, 1.0, 1
374 -- 716, 6.0, 3.0, 3.0, 3
374 -- 604, 4.0, 3.0, 3.0, 3
374 -- 1141, 1.0, 1.0, 1.0, 1
374 -- 788, 1.0, 1.0, 1.0, 1
374 -- 1228, 1.0, 1.0, 1.0, 1
374 -- 749, 2.0, 1.0, 1.0, 1
374 -- 584, 1.0, 1.0, 1.0, 1
374 -- 1079, 1.0, 1.0, 1.0, 1
374 -- 375, 1.0, 1.0, 1.0, 1
375 -- 1099, 1.0, 1.0, 1.0, 1
375 -- 534, 2.0, 2.0, 2.0, 2
375 -- 1076, 1.0, 1.0, 1.0, 1
375 -- 716, 1.0, 1.0, 1.0, 1
375 -- 577, 2.0, 1.0, 1.0, 1
375 -- 670, 1.0, 1.0, 1.0, 1
375 -- 672, 1.0, 1.0, 1.0, 1
375 -- 674, 6.0, 5.0, 5.0, 5
375 -- 392, 4.0, 4.0, 4.0, 4
375 -- 551, 2.0, 1.0, 1.0, 1
375 -- 1218, 1.0, 1.0, 1.0, 1
375 -- 713, 1.0, 1.0, 1.0, 1
375 -- 1132, 19.0, 10.0, 10.0, 10
375 -- 780, 1.0, 1.0, 1.0, 1
375 -- 739, 1.0, 1.0, 1.0, 1
375 -- 743, 1.0, 1.0, 1.0, 1
375 -- 458, 1.0, 1.0, 1.0, 1
375 -- 1240, 1.0, 1.0, 1.0, 1
375 -- 516, 1.0, 1.0, 1.0, 1
376 -- 1128, 13.0, 10.0, 10.0, 10
376 -- 379, 1.0, 1.0, 1.0, 1
376 -- 961, 1.0, 1.0, 1.0, 1
376 -- 1119, 1.0, 1.0, 1.0, 1
376 -- 449, 1.0, 1.0, 1.0, 1
376 -- 1122, 1.0, 1.0, 1.0, 1
376 -- 457, 7.0, 7.0, 7.0, 7
376 -- 572, 7.0, 2.0, 2.0, 2
376 -- 1216, 1.0, 1.0, 1.0, 1
376 -- 1218, 1.0, 1.0, 1.0, 1
376 -- 470, 1.0, 1.0, 1.0, 1
376 -- 1116, 2.0, 2.0, 2.0, 2
376 -- 749, 1.0, 1.0, 1.0, 1
376 -- 871, 2.0, 2.0, 2.0, 2
376 -- 649, 1.0, 1.0, 1.0, 1
376 -- 1001, 3.0, 2.0, 2.0, 2
376 -- 409, 1.0, 1.0, 1.0, 1
376 -- 573, 1.0, 1.0, 1.0, 1
376 -- 575, 1.0, 1.0, 1.0, 1
376 -- 567, 1.0, 1.0, 1.0, 1
376 -- 1003, 1.0, 1.0, 1.0, 1
376 -- 1253, 1.0, 1.0, 1.0, 1
376 -- 610, 1.0, 1.0, 1.0, 1
376 -- 674, 2.0, 2.0, 2.0, 2
376 -- 842, 1.0, 1.0, 1.0, 1
376 -- 660, 1.0, 1.0, 1.0, 1
376 -- 865, 1.0, 1.0, 1.0, 1
376 -- 1101, 1.0, 1.0, 1.0, 1
376 -- 1102, 2.0, 2.0, 2.0, 2
376 -- 562, 1.0, 1.0, 1.0, 1
376 -- 672, 2.0, 2.0, 2.0, 2
377 -- 465, 1.0, 1.0, 1.0, 1
377 -- 715, 1.0, 1.0, 1.0, 1
377 -- 517, 1.0, 1.0, 1.0, 1
377 -- 579, 1.0, 1.0, 1.0, 1
377 -- 394, 10.0, 4.0, 4.0, 4
377 -- 1053, 1.0, 1.0, 1.0, 1
377 -- 1219, 1.0, 1.0, 1.0, 1
377 -- 869, 1.0, 1.0, 1.0, 1
377 -- 940, 1.0, 1.0, 1.0, 1
377 -- 1139, 1.0, 1.0, 1.0, 1
377 -- 484, 1.0, 1.0, 1.0, 1
377 -- 907, 1.0, 1.0, 1.0, 1
377 -- 747, 1.0, 1.0, 1.0, 1
377 -- 400, 1.0, 1.0, 1.0, 1
377 -- 1067, 1.0, 1.0, 1.0, 1
377 -- 1068, 1.0, 1.0, 1.0, 1
377 -- 1240, 1.0, 1.0, 1.0, 1
377 -- 760, 1.0, 1.0, 1.0, 1
377 -- 669, 1.0, 1.0, 1.0, 1
377 -- 615, 1.0, 1.0, 1.0, 1
377 -- 935, 1.0, 1.0, 1.0, 1
377 -- 688, 12.0, 10.0, 10.0, 10
377 -- 689, 31.0, 10.0, 10.0, 10
377 -- 690, 19.0, 6.0, 6.0, 6
377 -- 691, 1.0, 1.0, 1.0, 1
377 -- 470, 1.0, 1.0, 1.0, 1
377 -- 941, 10.0, 5.0, 5.0, 5
377 -- 798, 1.0, 1.0, 1.0, 1
377 -- 727, 1.0, 1.0, 1.0, 1
378 -- 569, 1.0, 1.0, 1.0, 1
378 -- 381, 1.0, 1.0, 1.0, 1
378 -- 1197, 1.0, 1.0, 1.0, 1
378 -- 567, 1.0, 1.0, 1.0, 1
378 -- 892, 1.0, 1.0, 1.0, 1
378 -- 494, 1.0, 1.0, 1.0, 1
378 -- 948, 1.0, 1.0, 1.0, 1
378 -- 571, 1.0, 1.0, 1.0, 1
378 -- 959, 1.0, 1.0, 1.0, 1
378 -- 1069, 3.0, 1.0, 1.0, 1
378 -- 508, 1.0, 1.0, 1.0, 1
378 -- 833, 1.0, 1.0, 1.0, 1
378 -- 1217, 2.0, 2.0, 2.0, 2
378 -- 893, 1.0, 1.0, 1.0, 1
378 -- 800, 2.0, 2.0, 2.0, 2
378 -- 1092, 2.0, 2.0, 2.0, 2
378 -- 944, 1.0, 1.0, 1.0, 1
378 -- 1215, 1.0, 1.0, 1.0, 1
378 -- 697, 1.0, 1.0, 1.0, 1
378 -- 1250, 12.0, 7.0, 7.0, 7
378 -- 932, 2.0, 2.0, 2.0, 2
378 -- 1151, 1.0, 1.0, 1.0, 1
378 -- 1242, 1.0, 1.0, 1.0, 1
378 -- 1099, 1.0, 1.0, 1.0, 1
378 -- 1282, 6.0, 6.0, 6.0, 6
379 -- 446, 1.0, 1.0, 1.0, 1
379 -- 549, 1.0, 1.0, 1.0, 1
379 -- 550, 1.0, 1.0, 1.0, 1
379 -- 572, 1.0, 1.0, 1.0, 1
379 -- 1119, 2.0, 2.0, 2.0, 2
379 -- 839, 3.0, 1.0, 1.0, 1
379 -- 1126, 20.0, 9.0, 9.0, 9
379 -- 506, 1.0, 1.0, 1.0, 1
379 -- 669, 2.0, 2.0, 2.0, 2
379 -- 1186, 4.0, 3.0, 3.0, 3
379 -- 1140, 1.0, 1.0, 1.0, 1
380 -- 890, 1.0, 1.0, 1.0, 1
380 -- 612, 1.0, 1.0, 1.0, 1
380 -- 463, 1.0, 1.0, 1.0, 1
381 -- 1237, 1.0, 1.0, 1.0, 1
381 -- 855, 1.0, 1.0, 1.0, 1
381 -- 718, 1.0, 1.0, 1.0, 1
381 -- 1008, 1.0, 1.0, 1.0, 1
381 -- 591, 1.0, 1.0, 1.0, 1
381 -- 1274, 17.0, 5.0, 5.0, 5
381 -- 551, 1.0, 1.0, 1.0, 1
381 -- 959, 1.0, 1.0, 1.0, 1
381 -- 732, 1.0, 1.0, 1.0, 1
381 -- 844, 1.0, 1.0, 1.0, 1
381 -- 902, 4.0, 1.0, 1.0, 1
381 -- 1269, 3.0, 3.0, 3.0, 3
381 -- 605, 4.0, 3.0, 3.0, 3
381 -- 1178, 1.0, 1.0, 1.0, 1
381 -- 908, 1.0, 1.0, 1.0, 1
381 -- 1180, 1.0, 1.0, 1.0, 1
381 -- 945, 1.0, 1.0, 1.0, 1
381 -- 398, 1.0, 1.0, 1.0, 1
381 -- 1197, 1.0, 1.0, 1.0, 1
381 -- 1256, 2.0, 2.0, 2.0, 2
382 -- 1204, 1.0, 1.0, 1.0, 1
382 -- 644, 2.0, 2.0, 2.0, 2
382 -- 476, 1.0, 1.0, 1.0, 1
382 -- 726, 10.0, 4.0, 4.0, 4
382 -- 513, 2.0, 2.0, 2.0, 2
382 -- 605, 1.0, 1.0, 1.0, 1
382 -- 1271, 1.0, 1.0, 1.0, 1
382 -- 579, 1.0, 1.0, 1.0, 1
383 -- 1071, 1.0, 1.0, 1.0, 1
383 -- 513, 1.0, 1.0, 1.0, 1
383 -- 647, 1.0, 1.0, 1.0, 1
383 -- 386, 7.0, 6.0, 6.0, 6
383 -- 1204, 1.0, 1.0, 1.0, 1
383 -- 1211, 1.0, 1.0, 1.0, 1
383 -- 1181, 1.0, 1.0, 1.0, 1
383 -- 551, 1.0, 1.0, 1.0, 1
384 -- 416, 1.0, 1.0, 1.0, 1
384 -- 1095, 1.0, 1.0, 1.0, 1
384 -- 972, 1.0, 1.0, 1.0, 1
384 -- 593, 1.0, 1.0, 1.0, 1
384 -- 791, 1.0, 1.0, 1.0, 1
384 -- 813, 1.0, 1.0, 1.0, 1
384 -- 1150, 2.0, 2.0, 2.0, 2
385 -- 970, 1.0, 1.0, 1.0, 1
385 -- 645, 1.0, 1.0, 1.0, 1
385 -- 562, 1.0, 1.0, 1.0, 1
385 -- 895, 1.0, 1.0, 1.0, 1
385 -- 548, 15.0, 10.0, 10.0, 10
385 -- 665, 1.0, 1.0, 1.0, 1
385 -- 1088, 1.0, 1.0, 1.0, 1
385 -- 815, 1.0, 1.0, 1.0, 1
385 -- 519, 6.0, 5.0, 5.0, 5
386 -- 1204, 2.0, 2.0, 2.0, 2
386 -- 644, 4.0, 3.0, 3.0, 3
386 -- 1211, 2.0, 2.0, 2.0, 2
386 -- 513, 3.0, 3.0, 3.0, 3
386 -- 647, 3.0, 3.0, 3.0, 3
386 -- 443, 1.0, 1.0, 1.0, 1
386 -- 622, 1.0, 1.0, 1.0, 1
386 -- 444, 2.0, 1.0, 1.0, 1
387 -- 474, 8.0, 5.0, 5.0, 5
387 -- 408, 1.0, 1.0, 1.0, 1
387 -- 500, 10.0, 6.0, 6.0, 6
387 -- 1216, 1.0, 1.0, 1.0, 1
387 -- 1278, 10.0, 6.0, 6.0, 6
387 -- 876, 1.0, 1.0, 1.0, 1
387 -- 522, 2.0, 2.0, 2.0, 2
387 -- 421, 2.0, 2.0, 2.0, 2
387 -- 422, 1.0, 1.0, 1.0, 1
387 -- 909, 1.0, 1.0, 1.0, 1
387 -- 484, 1.0, 1.0, 1.0, 1
387 -- 705, 1.0, 1.0, 1.0, 1
387 -- 706, 2.0, 2.0, 2.0, 2
388 -- 804, 1.0, 1.0, 1.0, 1
388 -- 1073, 1.0, 1.0, 1.0, 1
388 -- 625, 1.0, 1.0, 1.0, 1
388 -- 1075, 1.0, 1.0, 1.0, 1
388 -- 847, 2.0, 2.0, 2.0, 2
388 -- 1159, 1.0, 1.0, 1.0, 1
388 -- 958, 1.0, 1.0, 1.0, 1
388 -- 974, 1.0, 1.0, 1.0, 1
388 -- 695, 1.0, 1.0, 1.0, 1
388 -- 504, 2.0, 2.0, 2.0, 2
388 -- 712, 1.0, 1.0, 1.0, 1
388 -- 895, 3.0, 3.0, 3.0, 3
388 -- 904, 1.0, 1.0, 1.0, 1
388 -- 761, 1.0, 1.0, 1.0, 1
388 -- 991, 3.0, 3.0, 3.0, 3
388 -- 992, 1.0, 1.0, 1.0, 1
388 -- 751, 1.0, 1.0, 1.0, 1
388 -- 645, 1.0, 1.0, 1.0, 1
388 -- 754, 1.0, 1.0, 1.0, 1
388 -- 756, 2.0, 1.0, 1.0, 1
388 -- 921, 1.0, 1.0, 1.0, 1
388 -- 1281, 1.0, 1.0, 1.0, 1
388 -- 890, 1.0, 1.0, 1.0, 1
388 -- 1115, 2.0, 2.0, 2.0, 2
389 -- 466, 1.0, 1.0, 1.0, 1
389 -- 805, 3.0, 3.0, 3.0, 3
389 -- 410, 5.0, 5.0, 5.0, 5
389 -- 984, 1.0, 1.0, 1.0, 1
389 -- 1155, 1.0, 1.0, 1.0, 1
389 -- 496, 2.0, 2.0, 2.0, 2
389 -- 562, 1.0, 1.0, 1.0, 1
389 -- 1048, 1.0, 1.0, 1.0, 1
389 -- 650, 5.0, 5.0, 5.0, 5
389 -- 654, 1.0, 1.0, 1.0, 1
389 -- 859, 5.0, 5.0, 5.0, 5
390 -- 962, 2.0, 1.0, 1.0, 1
390 -- 897, 1.0, 1.0, 1.0, 1
390 -- 503, 2.0, 1.0, 1.0, 1
390 -- 721, 1.0, 1.0, 1.0, 1
390 -- 1147, 2.0, 1.0, 1.0, 1
390 -- 1280, 1.0, 1.0, 1.0, 1
390 -- 539, 1.0, 1.0, 1.0, 1
391 -- 396, 6.0, 4.0, 4.0, 4
391 -- 760, 2.0, 2.0, 2.0, 2
391 -- 978, 1.0, 1.0, 1.0, 1
391 -- 1178, 1.0, 1.0, 1.0, 1
391 -- 529, 1.0, 1.0, 1.0, 1
391 -- 953, 1.0, 1.0, 1.0, 1
391 -- 970, 1.0, 1.0, 1.0, 1
391 -- 717, 1.0, 1.0, 1.0, 1
391 -- 917, 1.0, 1.0, 1.0, 1
391 -- 391, 1.0, 1.0, 1.0, 1
391 -- 1054, 1.0, 1.0, 1.0, 1
391 -- 759, 4.0, 2.0, 2.0, 2
391 -- 394, 4.0, 3.0, 3.0, 3
391 -- 692, 4.0, 4.0, 4.0, 4
392 -- 1132, 31.0, 18.0, 18.0, 18
392 -- 934, 1.0, 1.0, 1.0, 1
392 -- 629, 1.0, 1.0, 1.0, 1
392 -- 1076, 1.0, 1.0, 1.0, 1
392 -- 1029, 1.0, 1.0, 1.0, 1
392 -- 663, 1.0, 1.0, 1.0, 1
392 -- 941, 1.0, 1.0, 1.0, 1
392 -- 1058, 1.0, 1.0, 1.0, 1
392 -- 584, 1.0, 1.0, 1.0, 1
392 -- 679, 1.0, 1.0, 1.0, 1
392 -- 1113, 1.0, 1.0, 1.0, 1
393 -- 971, 1.0, 1.0, 1.0, 1
393 -- 394, 2.0, 2.0, 2.0, 2
394 -- 760, 2.0, 2.0, 2.0, 2
394 -- 1200, 1.0, 1.0, 1.0, 1
394 -- 971, 1.0, 1.0, 1.0, 1
394 -- 838, 1.0, 1.0, 1.0, 1
394 -- 717, 1.0, 1.0, 1.0, 1
394 -- 781, 3.0, 1.0, 1.0, 1
394 -- 395, 1.0, 1.0, 1.0, 1
394 -- 688, 1.0, 1.0, 1.0, 1
394 -- 1178, 1.0, 1.0, 1.0, 1
394 -- 690, 5.0, 3.0, 3.0, 3
394 -- 1024, 1.0, 1.0, 1.0, 1
394 -- 560, 1.0, 1.0, 1.0, 1
394 -- 1275, 1.0, 1.0, 1.0, 1
394 -- 689, 6.0, 3.0, 3.0, 3
395 -- 848, 1.0, 1.0, 1.0, 1
395 -- 586, 1.0, 1.0, 1.0, 1
395 -- 659, 1.0, 1.0, 1.0, 1
395 -- 1054, 1.0, 1.0, 1.0, 1
395 -- 1019, 2.0, 1.0, 1.0, 1
395 -- 895, 1.0, 1.0, 1.0, 1
395 -- 581, 1.0, 1.0, 1.0, 1
395 -- 582, 1.0, 1.0, 1.0, 1
395 -- 971, 1.0, 1.0, 1.0, 1
395 -- 820, 1.0, 1.0, 1.0, 1
395 -- 585, 1.0, 1.0, 1.0, 1
395 -- 980, 2.0, 2.0, 2.0, 2
395 -- 1168, 1.0, 1.0, 1.0, 1
395 -- 1251, 1.0, 1.0, 1.0, 1
395 -- 1020, 1.0, 1.0, 1.0, 1
395 -- 690, 7.0, 6.0, 6.0, 6
395 -- 854, 1.0, 1.0, 1.0, 1
395 -- 583, 1.0, 1.0, 1.0, 1
395 -- 968, 1.0, 1.0, 1.0, 1
395 -- 521, 1.0, 1.0, 1.0, 1
395 -- 899, 1.0, 1.0, 1.0, 1
395 -- 525, 9.0, 9.0, 9.0, 9
395 -- 1240, 1.0, 1.0, 1.0, 1
395 -- 1115, 1.0, 1.0, 1.0, 1
396 -- 520, 2.0, 2.0, 2.0, 2
396 -- 1219, 1.0, 1.0, 1.0, 1
396 -- 688, 1.0, 1.0, 1.0, 1
396 -- 940, 1.0, 1.0, 1.0, 1
396 -- 711, 1.0, 1.0, 1.0, 1
396 -- 396, 1.0, 1.0, 1.0, 1
397 -- 899, 13.0, 9.0, 9.0, 9
397 -- 901, 4.0, 3.0, 3.0, 3
397 -- 763, 1.0, 1.0, 1.0, 1
397 -- 746, 1.0, 1.0, 1.0, 1
397 -- 1205, 32.0, 18.0, 18.0, 18
397 -- 556, 1.0, 1.0, 1.0, 1
397 -- 907, 2.0, 2.0, 2.0, 2
397 -- 428, 1.0, 1.0, 1.0, 1
397 -- 1250, 3.0, 2.0, 2.0, 2
397 -- 769, 1.0, 1.0, 1.0, 1
397 -- 1047, 1.0, 1.0, 1.0, 1
397 -- 1279, 1.0, 1.0, 1.0, 1
397 -- 501, 2.0, 2.0, 2.0, 2
397 -- 1282, 1.0, 1.0, 1.0, 1
398 -- 406, 1.0, 1.0, 1.0, 1
398 -- 407, 1.0, 1.0, 1.0, 1
398 -- 959, 1.0, 1.0, 1.0, 1
398 -- 1117, 1.0, 1.0, 1.0, 1
398 -- 985, 1.0, 1.0, 1.0, 1
398 -- 962, 6.0, 5.0, 5.0, 5
398 -- 1193, 1.0, 1.0, 1.0, 1
398 -- 452, 2.0, 2.0, 2.0, 2
398 -- 591, 1.0, 1.0, 1.0, 1
398 -- 399, 2.0, 2.0, 2.0, 2
398 -- 1002, 10.0, 3.0, 3.0, 3
399 -- 508, 3.0, 3.0, 3.0, 3
399 -- 848, 1.0, 1.0, 1.0, 1
399 -- 452, 4.0, 4.0, 4.0, 4
399 -- 959, 1.0, 1.0, 1.0, 1
399 -- 1174, 1.0, 1.0, 1.0, 1
399 -- 433, 1.0, 1.0, 1.0, 1
399 -- 962, 1.0, 1.0, 1.0, 1
399 -- 1193, 1.0, 1.0, 1.0, 1
399 -- 1141, 1.0, 1.0, 1.0, 1
399 -- 518, 1.0, 1.0, 1.0, 1
399 -- 964, 1.0, 1.0, 1.0, 1
399 -- 804, 1.0, 1.0, 1.0, 1
399 -- 604, 1.0, 1.0, 1.0, 1
399 -- 443, 1.0, 1.0, 1.0, 1
400 -- 688, 1.0, 1.0, 1.0, 1
400 -- 449, 2.0, 2.0, 2.0, 2
